Sort,SampleSite_ID,SamplePoint_ID,ApproximateAddress,Park_Name,City,Year_Built,Parcel_Number,Latitude,Longitude,Adjusted_Lat,Adjusted_Long,Land_Use,Demolition_Type,Point_Notes,Soil_Series,SamplePoint_ID,Soil_Series,MapUnit,MapUnit_Key,SurveyArea,MapUnitName,MapUnit_Logic
1246,NS13,NP13,Lafitte Greenway 2,Lafitte Greenway,New Orleans,,,29.9704,-90.0872,29.9704,-90.0872,Greenway,,,Schriever,NP13,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1255,NS14,NP14,3324 Leonidas St,3324 Leonidas St,New Orleans,,,29.9664,-90.1175,29.9664,-90.1175,Vacant Lot,,,Harahan,NP14,Harahan,Ha,569888,LA071,"Harahan clay, 0 to 1 percent slopes",Harahan map unit that contains the point.
1261,NS15,NP15,7541 Michigan St,7541 Michigan St,New Orleans,,,30.0497,-89.9701,30.0497,-89.9701,Vacant Lot,,"Seies Extent Explorer includes soil series in database, but no information included.",Aquents,NP15,Aquents,An,569881,LA071,"Aquents, dredged",Aquents unit that contains the point.
1270,NS16,NP16,5610 Painters St,5610 Painters St,New Orleans,,,30.0163,-90.0528,30.0163,-90.0528,Vacant Lot,,,Allemands,NP16,Allemands,Ae,569880,LA071,"Allemands muck, 0 to 0.2 percent slopes, drained",Allemands unit that contains the point.
1277,NS17,NP17,3101 Pine St,3101 Pine St,New Orleans,,,29.9581,-90.1114,29.9581,-90.1114,Vacant Lot,,,Harahan,NP17,Harahan,Ha,569888,LA071,"Harahan clay, 0 to 1 percent slopes",Harahan map unit that contains the point.
1284,NS18,NP18,411 Toledano St,411 Toledano St,New Orleans,,,29.9189,-90.0854,29.9189,-90.0854,Vacant Lot,,,Cancienne,NP18,Cancienne,Cm,569884,LA071,"Cancienne silt loam, 0 to 1 percent slopes",Nearest and largest Cancienne map unit near point.
1290,NS19,NP19,7184 Virgillian,7184 Virgillian,New Orleans,,,30.0265,-90.0196,30.0265,-90.0196,Vacant Lot,,,Allemands,NP19,Allemands,Ae,569880,LA071,"Allemands muck, 0 to 0.2 percent slopes, drained",Allemands unit that contains the point.
1297,NS20,NP20,4978 Wright,4978 Wright,New Orleans,,,30.0276,-89.9568,30.0276,-89.9568,Vacant Lot,,,Schriever,NP20,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1517,PS1,PP1,"4607 East Piedmont Road, Phoenix, AZ 85044",4607 East Piedmont Rd,Phoenix,,,33.3608,-111.9801,33.3608,-111.9801,"Turf to Xeriscape, Phoenix residential",,,Tremant,PP1,Tremant,TrB,53525,AZ645,"Tremant gravelly loam, 1 to 3 percent slopes",Tremant map unit that contains the point.
1523,PS2,PP2,"2015 East Bishop Drive, Tempe, AZ 85282",2015 East Bishop Dr,Phoenix,,,33.4007,-111.8996,33.4007,-111.8996,"Common Xeriscape, Tempe Residential",,,Laveen,PP2,Laveen,LeA,53512,AZ655,"Laveen clay loam, 0 to 1 percent slopes",Laveen map unit that contains the point.
1530,PS3,PP3,"10221 North 77th Street, Scottsdale, AZ 85258",10221 North 77th St,Phoenix,,,33.5791,-111.9147,33.5791,-111.9147,"Landscaped Xeriscape, Scottsdale 1",,,Gilman,PP3,Gilman,55,53092,AZ645,Gilman loams,Gilman map unit that contains the point.
1538,PS4,PP4,"10595 East Cactus Road, Scottsdale, AZ 85259",10595 East Cactus Rd,Phoenix,,,33.5968,-111.8527,33.5968,-111.8527,"Native Xeriscape, Scottsdale 2",,,Momoli,PP4,Momoli,90,53148,AZ645,"Momoli gravelly sandy loam, 1 to 5 percent slopes",Mormoli map unit that contains the point.
1542,PS5,PP5,"7202 East Cactus Road, Scottsdale, AZ 85260",Cactus Park,Phoenix,,,33.5994,-111.9254,33.5994,-111.9254,Park Turfgrass (Bermuda),,,Gilman,PP5,Gilman,55,53092,AZ645,Gilman loams,Gilman map unit that contains the point.
1551,PS5,PP6,"7202 East Cactus Road, Scottsdale, AZ 85260",Cactus Park,Phoenix,,,33.5994,-111.9247,33.5994,-111.9247,Park Turfgrass (Bermuda),,,Estrella,PP6,Estrella,50,53085,AZ645,Estrella loams,Estrella map unit that contains the point.
1556,PS5,PP7,"7202 East Cactus Road, Scottsdale, AZ 85260",Cactus Park,Phoenix,,,33.5994,-111.9241,33.5994,-111.9241,Park Turfgrass (Bermuda),,,Estrella,PP7,Estrella,50,53085,AZ645,Estrella loams,Estrella map unit that contains the point.
1563,PS6,PP8,"1105 North 68th Street, Scottsdale, AZ 85254",Mescal Park,Phoenix,,,33.5864,-111.9332,33.5864,-111.9332,Park Turfgrass (Bermuda),,,Estrella,PP8,Estrella,50,53085,AZ645,Estrella loams,Estrella map unit that contains the point.
1569,PS6,PP9,"1105 North 68th Street, Scottsdale, AZ 85254",Mescal Park,Phoenix,,,33.5871,-111.9341,33.5871,-111.9341,Park Turfgrass (Bermuda),,,Estrella,PP9,Estrella,50,53085,AZ645,Estrella loams,Estrella map unit that contains the point.
1576,PS7,PP10,"8400 East Thunderbird Road, Scottsdale, AZ 85260",Northsight Park 1,Phoenix,,,33.6140,-111.8995,33.6140,-111.8995,Park Turfgrass (Bermuda),,,Gilman,PP10,Gilman,55,53092,AZ645,Gilman loams,Gilman map unit that contains the point.
1581,PS7,PP11,"8400 East Thunderbird Road, Scottsdale, AZ 85260",Northsight Park 2,Phoenix,,,33.6124,-111.8993,33.6124,-111.8993,Park Turfgrass (Bermuda),,,Gilman,PP11,Gilman,55,53092,AZ645,Gilman loams,Gilman map unit that contains the point.
1588,PS7Biofilm,PP21,"8400 East Thunderbird Road, Scottsdale, AZ 85260",Northsight Park_biofilm,Phoenix,,,33.6116,-111.8992,33.6116,-111.8992,Biofilm,,,NA,PP21,No Data,No Data Phoe,No Data Phoe,,No Data Phoe,
1589,PS9,PP12,"Luter Lane, Apache Junction, AZ 85120",Usery Park,Phoenix,,,33.4699,-111.6155,33.4699,-111.6155,Desert REF1,,,Tremant,PP12,Tremant,98,53187,AZ645,"Pinamt-Tremant complex, 1 to 10 percent slopes",Tremant map unit that contains the point.
1596,PS10,PP13,"White Tank Mountain Road, Waddell, AZ 85355",White Tanks,Phoenix,,,33.6034,-112.4990,33.6034,-112.4990,Desert REF2,,,Ebon,PP13,Ebon,EPD,53328,AZ651,"Ebon-Pinamt complex, 0 to 10 percent slopes",Ebon map unit that contains the point.
1599,CIS1,CIP1,2063 Queen City Ave,2063 Queen City Ave,Cincinnati,,205-0024-0072,39.1287,-84.5696,39.1287,-84.5696,NATIVE,,,Pate,CIP1,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1607,CIS1,CIP2,2063 Queen City Ave,2063 Queen City Ave,Cincinnati,,205-0024-0072,39.1287,-84.5696,39.1287,-84.5696,FILL,,,Pate,CIP2,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1609,CIS2,CIP3,1925 Queen City Ave,1925 Queen City Ave,Cincinnati,,203-0026-0129,39.1267,-84.5632,39.1267,-84.5632,NATIVE,,,Martinsville,CIP3,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1617,CIS2,CIP4,1925 Queen City Ave,1925 Queen City Ave,Cincinnati,,203-0026-0129,39.1267,-84.5632,39.1267,-84.5632,FILL,,,Martinsville,CIP4,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1623,CIS3,CIP5,1911 Queen City Ave,1911 Queen City Ave,Cincinnati,,203-0026-0133,39.1268,-84.5628,39.1268,-84.5628,NATIVE,,,Martinsville,CIP5,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1628,CIS3,CIP6,1911 Queen City Ave,1911 Queen City Ave,Cincinnati,,203-0026-0133,39.1268,-84.5628,39.1268,-84.5628,FILL,,,Martinsville,CIP6,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1635,CIS4,CIP7,1789 Queen City Ave,1789 Queen City Ave,Cincinnati,,203-0027-0065,39.1255,-84.5575,39.1255,-84.5575,FILL,,,Martinsville,CIP7,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1644,CIS4,CIP8,1789 Queen City Ave,1789 Queen City Ave,Cincinnati,,203-0027-0065,39.1255,-84.5575,39.1255,-84.5575,NATIVE,,,Martinsville,CIP8,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1646,CIS5,CIP9,1773 Queen City Ave,1773 Queen City Ave,Cincinnati,,203-0027-0057,39.1257,-84.5568,39.1257,-84.5568,NATIVE,,,Martinsville,CIP9,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1651,CIS5,CIP10,1773 Queen City Ave,1773 Queen City Ave,Cincinnati,,203-0027-0057,39.1257,-84.5568,39.1257,-84.5568,FILL,,,Martinsville,CIP10,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1663,CIS6,CIP11,1464 Harrison Ave,1464 Harrison Ave,Cincinnati,,169-0006-0050,39.1252,-84.5461,39.1252,-84.5461,FILL,,,Martinsville,CIP11,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1670,CIS6,CIP12,1464 Harrison Ave,1464 Harrison Ave,Cincinnati,,169-0006-0050,39.1252,-84.5461,39.1252,-84.5461,NATIVE,,,Martinsville,CIP12,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1673,CIS7,CIP13,1563 Harrison Ave,1563 Harrison Ave,Cincinnati,,170-0007-0043,39.1257,-84.5491,39.1257,-84.5491,FILL,,,Martinsville,CIP13,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1681,CIS7,CIP14,1563 Harrison Ave,1563 Harrison Ave,Cincinnati,,170-0007-0043,39.1257,-84.5491,39.1257,-84.5491,NATIVE,,,Martinsville,CIP14,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1684,CIS8,CIP15,2465 Beekman St,2465 Beekman St,Cincinnati,,202-0032-0027,39.1296,-84.5443,39.1296,-84.5443,NATIVE,,,Martinsville,CIP15,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1689,CIS8,CIP16,2465 Beekman St,2465 Beekman St,Cincinnati,,202-0032-0027,39.1296,-84.5443,39.1296,-84.5443,FILL,,,Martinsville,CIP16,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1697,CIS9,CIP17,2097 Queen City Ave,2097 Queen City Ave,Cincinnati,,205-0024-0017,39.1282,-84.5708,39.1282,-84.5708,NATIVE,,,Martinsville,CIP17,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1708,CIS9,CIP18,2097 Queen City Ave,2097 Queen City Ave,Cincinnati,,205-0024-0017,39.1282,-84.5708,39.1282,-84.5708,FILL,,,Martinsville,CIP18,Martinsville,UARXC,2652884,OH161,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",Most widespread and common Martinsville map unit near point.
1711,CIS10,CIP19,1655 Ross Ave,1655 Ross Ave,Cincinnati,,204-0014-0186,39.1180,-84.5709,39.1180,-84.5709,NATIVE,,,Switzerland,CIP19,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Most widespread and common Switzerland map unit near point.
1714,CIS10,CIP20,1655 Ross Ave,1655 Ross Ave,Cincinnati,,204-0014-0186,39.1180,-84.5709,39.1180,-84.5709,NATIVE,,,Switzerland,CIP20,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Most widespread and common Switzerland map unit near point.
1715,CIS10,CIP21,1655 Ross Ave,1655 Ross Ave,Cincinnati,,204-0014-0186,39.1180,-84.5709,39.1180,-84.5709,FILL,,,Switzerland,CIP21,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Most widespread and common Switzerland map unit near point.
1719,CIS11,CIP22,2457 Beekman St,2457 Beekman St,Cincinnati,,202-0032-0093,39.1293,-84.5442,39.1293,-84.5442,NATIVE,,,Pate,CIP22,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1721,CIS11,CIP23,2457 Beekman St,2457 Beekman St,Cincinnati,,202-0032-0093,39.1293,-84.5442,39.1293,-84.5442,FILL,,,Pate,CIP23,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1723,CIS12,CIP24,1515 Fairmount Ave,1515 Fairmount Ave,Cincinnati,,202-0032-0157,39.1292,-84.5450,39.1292,-84.5450,NATIVE,,,Pate,CIP24,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1728,CIS12,CIP25,1515 Fairmount Ave,1515 Fairmount Ave,Cincinnati,,202-0032-0157,39.1292,-84.5450,39.1292,-84.5450,FILL,,,Pate,CIP25,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1733,CIS13,CIP26,2195 Harrison Ave,2195 Harrison Ave,Cincinnati,,213-0001-0027,39.1337,-84.5734,39.1337,-84.5734,NATIVE,,,Ava,CIP26,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1739,CIS13,CIP27,2195 Harrison Ave,2195 Harrison Ave,Cincinnati,,213-0001-0027,39.1337,-84.5734,39.1337,-84.5734,FILL,,,Ava,CIP27,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1752,CIS14,CIP28,2488 Seegar Ave,2488 Seegar Ave,Cincinnati,,203-0029-0035,39.1292,-84.5543,39.1292,-84.5543,NATIVE,,,Eden,CIP28,Eden,UAEXF,2652877,OH061,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",Eden map unit that contains the points.
1756,CIS14,CIP29,2488 Seegar Ave,2488 Seegar Ave,Cincinnati,,203-0029-0035,39.1292,-84.5543,39.1292,-84.5543,FILL,,,Eden,CIP29,Eden,UAEXF,2652877,OH061,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",Eden map unit that contains the points.
1765,CIS15,CIP30,1561 Knox St,1561 Knox St,Cincinnati,,202-0032-0124,39.1288,-84.5474,39.1288,-84.5474,NATIVE,,,Eden,CIP30,Eden,UAEXF,2652877,OH061,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",Eden map unit that contains the points.
1770,CIS15,CIP31,1561 Knox St,1561 Knox St,Cincinnati,,202-0032-0124,39.1288,-84.5474,39.1288,-84.5474,FILL,,,Eden,CIP31,Eden,UAEXF,2652877,OH061,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",Eden map unit that contains the points.
1772,CIS16,CIP32,2611 Beekman St,2611 Beekman St,Cincinnati,,202-0033-0097,39.1327,-84.5466,39.1327,-84.5466,NATIVE,,,Pate,CIP32,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1780,CIS16,CIP33,2611 Beekman St,2611 Beekman St,Cincinnati,,202-0033-0097,39.1327,-84.5466,39.1327,-84.5466,FILL,,,Pate,CIP33,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1788,CIS17,CIP34,2176 Selim Ave,2176 Selim Ave,Cincinnati,,169-0005-0003,39.1226,-84.5512,39.1226,-84.5512,NATIVE,,,Pate,CIP34,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1794,CIS17,CIP35,2176 Selim Ave,2176 Selim Ave,Cincinnati,,169-0005-0003,39.1226,-84.5512,39.1226,-84.5512,FILL,,,Pate,CIP35,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1802,CIS18,CIP36,1653 Tremont St,1653 Tremont St,Cincinnati,,203-0030-0094,39.1275,-84.5521,39.1275,-84.5521,NATIVE,,,Pate,CIP36,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1807,CIS18,CIP37,1653 Tremont St,1653 Tremont St,Cincinnati,,203-0030-0094,39.1275,-84.5521,39.1275,-84.5521,FILL,,,Pate,CIP37,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1809,CIS19,CIP38,3115 W. Liberty St,3115 W. Liberty St,Cincinnati,,173-0001-0215,39.1160,-84.5618,39.1160,-84.5618,NATIVE,,,Switzerland,CIP38,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1818,CIS19,CIP39,3115 W. Liberty St,3115 W. Liberty St,Cincinnati,,173-0001-0215,39.1160,-84.5618,39.1160,-84.5618,FILL,,,Switzerland,CIP39,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1820,CIS20,CIP40,1122 Mansion Ave,1122 Mansion Ave,Cincinnati,,174-0009-0040,39.1128,-84.5659,39.1128,-84.5659,NATIVE,,,Switzerland,CIP40,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1826,CIS20,CIP41,1122 Mansion Ave,1122 Mansion Ave,Cincinnati,,174-0009-0040,39.1128,-84.5659,39.1128,-84.5659,FILL,,,Switzerland,CIP41,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1831,CIS21,CIP42,2208 Quebec Rd,2208 Quebec Rd,Cincinnati,,204-0019-0050,39.1218,-84.5652,39.1218,-84.5652,NATIVE,,,Pate,CIP42,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1837,CIS21,CIP43,2208 Quebec Rd,2208 Quebec Rd,Cincinnati,,204-0019-0050,39.1218,-84.5652,39.1218,-84.5652,FILL,,,Pate,CIP43,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1843,CIS22,CIP44,1798 Esmonde St,1798 Esmonde St,Cincinnati,,205-0021-0057,39.1248,-84.5583,39.1248,-84.5583,NATIVE,,,Pate,CIP44,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1849,CIS22,CIP45,1798 Esmonde St,1798 Esmonde St,Cincinnati,,205-0021-0057,39.1248,-84.5583,39.1248,-84.5583,FILL,,,Pate,CIP45,Pate,UATXD,2652891,OH161,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",Pate map unit that contains the point.
1856,CIS23,CIP46,1520 Beech Ave,1520 Beech Ave,Cincinnati,,204-0017-0078,39.1215,-84.5763,39.1215,-84.5763,NATIVE,,,Switzerland,CIP46,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1861,CIS23,CIP47,1520 Beech Ave,1520 Beech Ave,Cincinnati,,204-0017-0078,39.1215,-84.5763,39.1215,-84.5763,FILL,,,Switzerland,CIP47,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1863,CIS24,CIP48,3628 Laclede Ave,3628 Laclede Ave,Cincinnati,,174-0008-0177,39.1121,-84.5716,39.1121,-84.5716,NATIVE,,,Switzerland,CIP48,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1869,CIS24,CIP49,3628 Laclede Ave,3628 Laclede Ave,Cincinnati,,174-0008-0177,39.1121,-84.5716,39.1121,-84.5716,FILL,,,Switzerland,CIP49,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1876,CIS25,CIP50,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1163,-84.5721,39.1163,-84.5721,NATIVE,,,Switzerland,CIP50,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1881,CIS25,CIP51,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1163,-84.5721,39.1163,-84.5721,FILL,,,Switzerland,CIP51,Switzerland,UASXC,2652896,OH161,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",Switzerland map unit that contains the point.
1883,CIS26,CIP52,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1162,-84.5712,39.1162,-84.5712,NATIVE,,,Ava,CIP52,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1887,CIS26,CIP53,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1162,-84.5712,39.1162,-84.5712,FILL,,,Ava,CIP53,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1889,CIS27,CIP54,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1158,-84.5716,39.1158,-84.5716,NATIVE,,,Ava,CIP54,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1891,CIS27,CIP55,3600 Mayfield Ave,Mayfield Park,Cincinnati,,,39.1158,-84.5716,39.1158,-84.5716,FILL,,,Ava,CIP55,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1893,CIS28,CIP56,3201 Glenway Ave,Glenway Park,Cincinnati,,,39.1121,-84.5633,39.1121,-84.5633,NATIVE,,,Ava,CIP56,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1898,CIS28,CIP57,3201 Glenway Ave,Glenway Park,Cincinnati,,,39.1121,-84.5633,39.1121,-84.5633,NATIVE,,,Ava,CIP57,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1905,CIS28,CIP58,3201 Glenway Ave,Glenway Park,Cincinnati,,,39.1121,-84.5633,39.1121,-84.5633,FILL,,,Ava,CIP58,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1907,CIS29,CIP59,3201 Glenway Ave,Glenway Park,Cincinnati,,,39.1125,-84.5633,39.1125,-84.5633,NATIVE,,,Ava,CIP59,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1909,CIS29,CIP60,3201 Glenway Ave,Glenway Park,Cincinnati,,,39.1125,-84.5633,39.1125,-84.5633,FILL,,,Ava,CIP60,Ava,UAAXC,2652867,OH061,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",Most widespread and common Ava map unit near point.
1911,CIS30,CIP61,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1167,-84.5886,39.1167,-84.5886,NATIVE,,,Eden,CIP61,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Eden map unit which contains the point.
1916,CIS30,CIP62,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1167,-84.5886,39.1167,-84.5886,FILL,,,Eden,CIP62,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Eden map unit which contains the point.
1918,CIS31,CIP63,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1178,-84.5895,39.1178,-84.5895,NATIVE,,,Eden,CIP63,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Most widespread and largest area Eden map unit near point.
1923,CIS31,CIP64,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1178,-84.5895,39.1178,-84.5895,FILL,,,Eden,CIP64,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Most widespread and largest area Eden map unit near point.
1925,CIS32,CIP65,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1164,-84.5912,39.1164,-84.5912,NATIVE,,,Eden,CIP65,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Most widespread and largest area Eden map unit near point.
1926,CIS32,CIP66,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1164,-84.5912,39.1164,-84.5912,FILL,,,Eden,CIP66,Eden,EcE,169385,OH161,"Eden silty clay loam, 25 to 40 percent slopes.",Most widespread and largest area Eden map unit near point.
1928,CIS33,CIP67,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1174,-84.5872,39.1174,-84.5872,NATIVE,,,Eden,CIP67,Eden,UAEXD,2652876,OH161,"Urban Land-Alfic Udarents-Eden complex, 12 to 25 percent slopes.",Eden map unit that contains the points.
1930,CIS33,CIP68,4450 Rapid Run Rd,Rapid Run Park,Cincinnati,,,39.1174,-84.5872,39.1174,-84.5872,FILL,,,Eden,CIP68,Eden,UAEXD,2652876,OH161,"Urban Land-Alfic Udarents-Eden complex, 12 to 25 percent slopes.",Eden map unit that contains the points.
1932,TS1,TP1,1134 S. 60th St,Alling Park,Tacoma,,,47.2021,-122.4512,47.2021,-122.4512,Park,,,Spanaway,TP1,Spanaway,41A,74706,WA653,Spanaway gravelly sandy loam,"Nearest, most wide-spread Spanaway map unit to point."
