Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
1907,CIS29,CIP59,CIS29CIP59L1,3201 Glenway Ave,1.00,Urban Observed,,,,,Surface,0,,l,0.4,0.05,,,,,0.4,,,0.3,,,,,0.43,0.2,,,,,,,,
1909,CIS29,CIP60,CIS29CIP60L1,3201 Glenway Ave,1.00,Urban Observed,,,,,Surface,0,,sil,124.0,36.00,,,,,88.0,,,160.0,,,,,0.28,0.3,,,,,,,,
1911,CIS30,CIP61,CIS30CIP61L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,5,sil,64.4,60.76,,,,,3.6,,,125.1,,,,,0.14,0.0,,,,,,,,
1916,CIS30,CIP62,CIS30CIP62L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,451.5,346.50,,,,,105.0,,,798.0,,,,,0.01,0.0,,,,,,,,
1918,CIS31,CIP63,CIS31CIP63L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,30,sil,362.1,265.10,,,,,97.0,,,627.2,,,,,0.03,0.0,,,,,,,,
1923,CIS31,CIP64,CIS31CIP64L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,1322.5,782.50,,,,,540.0,,,2105.0,,,,,0.04,0.1,,,,,,,,
1925,CIS32,CIP65,CIS32CIP65L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,1430.7,674.74,,,,,756.0,,,2105.5,,,,,0.06,0.0,,,,,,,,
1926,CIS32,CIP66,CIS32CIP66L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,642.0,602.00,,,,,40.0,,,1244.0,,,,,0.17,0.0,,,,,,,,
1928,CIS33,CIP67,CIS33CIP67L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,,,,,,,20.4,,,60.4,,,,,0.35,0.1,,,,,,,,
1930,CIS33,CIP68,CIS33CIP68L1,4450 Rapid Run Rd,1.00,Urban Observed,,,,,Surface,0,,sil,90.5,31.50,,,,,59.0,,,122.0,,,,,0.37,0.0,,,,,,,,
1932,TS1,TP1,TS1TP1L1,1134 S. 60th St,1.00,Urban Observed,,,,,Surface,0,20,cosl,125.7,66.30,,,,,,,0,125.7,,66.3,2,NO,0.73,0.5,,,,,,,,
1938,TS2,TP2,TS2TP2L1,1134 S. 60th St,1.00,Urban Observed,,,,,Surface,0,30,fsl,141.0,36.00,,,,,,,0,141.0,,36.0,2,NO,1.72,1.4,,,,,,,,
1944,TS3,TP3,TS3TP3L1,1635 E. 59th St,1.00,Urban Observed,,,,,Surface,0,10,cosl,34.9,7.10,,,NO,,42.0,0.0,2,27.8,,10.6,2,NO,1.16,0.3,,,,,,,,
1951,TS4,TP4,TS4TP4L1,1635 E. 59th St,1.00,Urban Observed,,,,,Surface,0,30,l,6.0,4.80,,,NO,,1.2,0.0,2,10.8,,10.8,2,NO,0.40,0.1,,,,,,,,
1959,TS5,TP5,TS5TP5L1,1201 S Puget Sound Ave,1.00,Urban Observed,,,,,Surface,0,10,lcos,73.8,42.60,,,NO,,31.2,1.2,2,116.4,,42.6,2,NO,3.87,1.4,,,,,,,,
1966,TS6,TP6,TS6TP6L1,801 N Mason Ave,1.00,Urban Observed,,,,,Surface,0,15,ls,125.7,108.30,,,NO,,17.4,5.4,2,234.0,,174.0,2,NO,4.20,1.7,,,,,,,,
1972,TS7,TP7,TS7TP7L1,801 N Mason Ave,1.00,Urban Observed,,,,,Surface,0,23,l,70.2,40.80,,,NO,,29.4,18.6,2,111.0,,27.0,2,NO,0.70,0.4,,,,,,,,
1979,TS8,TP8,TS8TP8L1,S Tyler St,1.00,Urban Observed,,,,,Surface,0,30,cosl,59.6,33.45,,,NO,,93.0,12.0,2,26.1,,18.9,2,NO,2.05,0.2,,,,,,,,
1984,TS9,TP9,TS9TP9L1,4330 S. 66th St,1.00,Urban Observed,,,,,Surface,0,15,ls,75.6,50.40,,,,,,,0,75.6,,50.4,2,NO,6.22,1.2,,,,,,,,
1990,TS10,TP10,TS10TP10L1,907 Upper Park St,1.00,Urban Observed,,,,,Surface,0,18,fsl,104.0,0.45,,,NO,,104.4,51.6,2,103.5,,31.5,2,NO,1.87,0.4,,,,,,,,
1995,TS11,TP11,TS11TP11L1,907 Upper Park St,1.00,Urban Observed,,,,,Surface,0,33,l,9.0,0.60,,,NO,,9.6,8.4,2,8.4,,8.4,2,NO,0.35,0.2,,,,,,,,
2000,TS12,TP12,TS12TP12L1,900 MLK Jr. Way,1.00,Urban Observed,,,,,Surface,0,21,cosl,141.0,9.00,,,NO,,132.0,15.0,2,150.0,,60.0,2,NO,15.56,3.9,,,,,,,,
2009,TS13,TP13,TS13TP13L1,N Proctor St,1.00,Urban Observed,,,,,Surface,0,20,fsl,113.1,3.90,,,NO,,117.0,18.0,2,109.2,,29.4,2,NO,3.75,1.4,,,,,,,,
2013,TS14,TP14,TS14TP14L1,3100 N Proctor St,1.00,Urban Observed,,,,,Surface,0,15,ls,98.3,17.25,,,NO,,81.0,30.0,2,115.5,,85.5,2,NO,7.95,2.5,,,,,,,,
2019,TS15,TP15,TS15TP15L1,3100 N Proctor St,1.00,Urban Observed,,,,,Surface,0,13,ls,50.3,23.25,,,NO,,27.0,6.6,2,73.5,,25.5,2,NO,2.89,0.5,,,,,,,,
2025,TS16,TP16,TS16TP16L1,Swan Creek,1.00,Urban Observed,,,,,Surface,0,10,lcos,321.3,32.75,,,YES,,288.5,183.5,1,354.0,,,1,NO,0.21,0.1,,,,,,,,
2029,TS17,TP17,TS17TP17L1,6100 N. 37th St,1.00,Urban Observed,,,,,Surface,0,23,cosl,49.5,8.70,,,NO,,40.8,37.2,2,58.2,,13.8,2,NO,0.50,0.2,,,,,,,,
2034,SANS1,SANP1,SANS1SANP1L1,Calle 14,1.00,Urban Observed,,,,,Surface,0,6,sl,,,,,,,,,,,,,,,0.83,0.3,,,,,,,,
2043,SANS2,SANP2,SANS2SANP2L1,Calle William,1.00,Urban Observed,,,,,Surface,0,15,ls,,,,,,,,,,,,,,,2.61,0.5,,,,,,,,
2050,SANS3,SANP3,SANS3SANP3L1,Calle del Pilar,1.00,Urban Observed,,,,,Surface,0,10,sl,,,,,,,,,,,,,,,0.92,0.5,,,,,,,,
2061,SANS4,SANP4,SANS4SANP4L1,Calle Principal,1.00,Urban Observed,,,,,Surface,0,20,scl,,,,,,,,,,,,,,,0.42,0.2,,,,,,,,
2072,SANS5,SANP5,SANS5SANP5L1,Calle Francia,1.00,Urban Observed,,,,,Surface,0,25,scl,,,,,,,,,,,,,,,1.39,0.3,,,,,,,,
2079,SANS6,SANP6,SANS6SANP6L1,Calle Paraguay,1.00,Urban Observed,,,,,Surface,0,20,sl,,,,,,,,,,,,,,,1.56,0.5,,,,,,,,
2087,SANS7,SANP7,SANS7SANP7L1,Calle C,1.00,Urban Observed,,,,,Surface,0,10,sl,,,,,,,,,,,,,,,,,,,,,,,,
2095,SANS8,SANP8,SANS8SANP8L1,Calle San Jose,1.00,Urban Observed,,,,,Surface,0,20,scl,,,,,,,,,,,,,,NO,0.26,0.1,,,,,,,,
2102,SANS9,SANP9,SANS9SANP9L1,PR 672,1.00,Urban Observed,,,,,Surface,0,15,c,49.2,7.52,,,,,56.7,21.6,2,41.7,,10.3,2,NO,1.92,0.5,,,,,,,,
2110,SANS9,SANP10,SANS9SANP10L1,PR 672,1.00,Urban Observed,,,,,Surface,0,24,c,,,,,,,,,,,,,,,,,,,,,,,,
2117,SANS9,SANP11,SANS9SANP11L1,PR 672,1.00,Urban Observed,,,,,Surface,0,,ND,,,,,,,,,,,,,,,1.00,0.2,,,,,,,,
2120,SANS10,SANP12,SANS10SANP12L1,Avenida Iturrigui,1.00,Urban Observed,,,,,Surface,0,25,sc,,,,,,,,,,,,,,,0.17,0.1,,,,,,,,
2128,SANS10,SANP13,SANS10SANP13L1,Avenida Iturrigui,1.00,Urban Observed,,,,,Surface,0,10,c,,,,,,,,,,,,,,,,,,,,,,,,
2138,SANS11,SANP14,SANS11SANP14L1,PR 1,1.00,Urban Observed,,,,,Surface,0,10,c,1.2,0.40,,,,,1.6,0.6,2,0.8,,0.4,2,NO,0.21,0.2,,,,,,,,
2150,SANS12,SANP15,SANS12SANP15L1,PR 1,1.00,Urban Observed,,,,,Surface,0,10,c,0.0,0.00,,,,,0.0,0.0,2,0.0,,0.0,2,NO,0.46,0.2,,,,,,,,
2166,SANS13,SANP16,SANS13SANP16L1,Calle Emory,1.00,Urban Observed,,,,,Surface,0,10,c,0.0,0.00,,,,,0.0,0.0,1,,,,,,0.40,0.1,,,,,,,,
2177,SANS14,SANP17,SANS14SANP17L1,Expreso Trujillo Alto,1.00,Urban Observed,,,,,Surface,0,18,sl,,,,,,,,,,,,,,,1.20,0.4,,,,,,,,
2188,SANS15,SANP18,SANS15SANP18L1,Calle Padre Colon,1.00,Urban Observed,,,,,Surface,0,10,sc,,,,,,,,,,,,,,,0.47,0.2,,,,,,,,
2198,SANS16,SANP19,SANS16SANP19L1,Calle Ortega Y Gasset,1.00,Urban Observed,,,,,Surface,0,10,scl,,,,,,,,,,,,,,,0.42,0.2,,,,,,,,
2202,SANS16,SANP20,SANS16SANP20L1,Calle Ortega Y Gasset,1.00,Urban Observed,,,,,Surface,0,,ND,,,,,,,,,,,,,,,,,,,,,,,,
2206,SANS17,SANP21,SANS17SANP21L1,Calle Peru,1.00,Urban Observed,,,,,Surface,0,15,scl,,,,,,,,,,,,,,,0.54,0.2,,,,,,,,
2223,SANS18,SANP22,SANS18SANP22L1,Calle 17 S.O. (Southwest),1.00,Urban Observed,,,,,Surface,0,10,scl,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,
2230,SANS19,SANP23,SANS19SANP23L1,Calle Ceciliana,1.00,Urban Observed,,,,,Surface,0,10,sc,9.2,1.44,,,,,9.2,1.4,1,,,,,,0.38,0.1,,,,,,,,
2238,SANS20,SANP24,SANS20SANP24L1,PR 842,1.00,Urban Observed,,,,,Surface,0,15,cl,10.6,9.40,,,,,20.0,7.4,2,1.2,,0.0,2,NO,0.12,0.0,,,,,,,,
2247,SANS21,SANP25,SANS21SANP25L1,Avenida Jesus T Pinero,1.00,Urban Observed,,,,,Surface,0,15,c,40.4,37.60,,,,,78.0,33.8,2,2.8,,1.1,2,NO,0.32,0.2,,,,,,,,
2251,SANS21,SANP26,SANS21SANP26L1,Avenida Jesus T Pinero,1.00,Urban Observed,,,,,Surface,0,,ND,,,,,,,,,,,,,,,,,,,,,,,,
2254,ATS1,ATP1,ATS1ATP1L1,2420 Hog Mountain Rd,1,Urban Observed,,,,,Surface,0,18,l,102.7,35.28,4.00,410.80,,,152.6,135.4,2,52.8,,43.2,2,,1.47,0.4,,,,,,,,
2264,ATS2,ATP2,ATS2ATP2L1,779 Atwood Street,1,Urban Observed,,,,,Surface,0,50,l,23.8,8.63,6.00,142.80,,,36.0,18.3,3,11.6,,6.6,3,,0.75,0.3,,,,,,,,
2284,ATS3,ATP4,ATS3ATP4L1,370 James P. Brawley Dr,1,Urban Observed,,,,,Surface,0,15,l,115.5,51.97,4.00,462.00,,,42.0,30.0,2,189.0,,9.0,2,,0.49,0.1,,,,,,,,
2297,ATS4,ATP5,ATS4ATP5L1,386 Elm Street NW,1,Urban Observed,,,,,Surface,0,10,l,2.7,1.91,4.00,10.80,,,5.4,3.0,2,0.0,,0.0,2,,5.95,2.0,,,,,,,,
2316,ATS5,ATP7,ATS5ATP7L1,979 Frank Street SW,1,Urban Observed,,,,,Surface,0,5,l,33.0,18.67,4.00,132.00,,,59.4,30.6,2,6.6,,5.4,2,,1.90,0.6,,,,,,,,
2327,ATS6,ATP8,ATS6ATP8L1,717 Joseph E. Boone Blvd,1,Urban Observed,,,,,Surface,0,25,sil,3.6,0.85,4.00,14.40,,,4.8,1.2,2,2.4,,1.2,2,,1.50,0.2,,,,,,,,
2340,ATS7,ATP9,ATS7ATP9L1,664 Magnolia Street NW,1,Urban Observed,,,,,Surface,0,15,l,17.1,7.42,4.00,68.40,,,27.6,7.2,2,6.6,,0.6,2,,1.39,0.3,,,,,,,,
2350,ATS8,ATP10,ATS8ATP10L1,744 North Ave NW,1,Urban Observed,,,,,Surface,0,15,sl,37.2,,2.00,74.40,,,37.2,34.8,2,,,,,,2.54,0.5,,,,,,,,
2360,ATS9,ATP11,ATS9ATP11L1,750 North Ave NW,1,Urban Observed,,,,,Surface,0,10,sl,7.5,1.91,4.00,30.00,,,4.8,3.6,2,10.2,,4.2,2,,2.09,0.3,,,,,,,,
2370,ATS10,ATP12,ATS10ATP12L1,530 Oliver Street,1,Urban Observed,,,,,Surface,0,10,scl,1.2,0.85,4.00,4.80,,,0.0,0.0,2,2.4,,2.4,2,,0.10,0.1,,,,,,,,
2386,ATS11,ATP14,ATS11ATP14L1,423 Sunset Street,1,Urban Observed,,,,,Surface,0,10,l,6.9,2.76,4.00,27.60,,,10.8,1.2,2,3.0,,0.6,2,,0.77,0.2,,,,,,,,
2398,ATS12,ATP15,ATS12ATP15L1,82 Sunset Street NW,1,Urban Observed,,,,,Surface,0,10,l,14.1,2.76,4.00,56.40,,,18.0,12.0,2,10.2,,0.6,2,,0.86,0.3,,,,,,,,
2408,PORS1,PORP1,PORS1PORP1L1,Franklin Tower,1,Urban Observed,,,,,Surface,0,30,sl,21.6,9.33,2.00,43.20,,,34.8,,1,8.4,,,1,,0.80,0.3,,,,,,,,
2416,PORS2,PORP4,PORS2PORP4L1,Mayo Street,1,Urban Observed,,,,,Surface,0,30,fsl,53.1,0.64,4.00,212.40,,,54.0,18.0,2,52.2,,43.2,2,,2.01,0.3,,,,,,,,
2424,PORS3,PORP6,PORS3PORP6L1,Cutter Street,1,Urban Observed,,,,,Surface,0,30,ls,12.9,5.30,4.00,51.60,,,20.4,15.6,2,5.4,,3.0,2,,0.32,0.2,,,,,,,,
2436,PORS4,PORP12,PORS4PORP12L1,East End School,1,Urban Observed,,,,,Surface,0,20,ls,29.3,1.77,4.00,117.20,,,26.8,11.2,2,31.8,,5.4,2,,2.01,0.6,,,,,,,,
2447,PORS5,PORP18,PORS5PORP18L1,King Middle School,1,Urban Observed,,,,,Surface,0,15,sl,35.1,18.88,4.00,140.40,,,61.8,9.0,2,8.4,,4.8,2,,1.00,0.3,,,,,,,,
2457,PORS6,PORP23,PORS6PORP23L1,Fessenden Park,1,Urban Observed,,,,,Surface,0,30,ls,65.1,23.97,4.00,260.40,,,99.0,32.4,2,31.2,,14.4,2,,0.28,0.3,,,,,,,,
2465,PORS7,PORP24,PORS7PORP24L1,Jerry Pedro Field,1,Urban Observed,,,,,Surface,0,20,fsl,,,,,,,1.2,,1,1.2,,,1,,1.51,0.4,,,,,,,,
2476,PORS8,PORP28,PORS8PORP28L1,Deering Oaks,1,Urban Observed,,,,,Surface,0,15,sl,113.4,55.58,2.00,226.80,,,34.8,,1,192.0,,,1,,1.89,1.0,,,,,,,,
2485,PORS9,PORP30,PORS9PORP30L1,134 Lancaster,1,Urban Observed,,,,,Surface,0,30,fsl,12.3,0.64,4.00,49.20,,,13.2,1.2,2,11.4,,5.4,2,,1.09,0.1,,,,,,,,
2494,PORS10,PORP34,PORS10PORP34L1,High/Spring Streets,1,Urban Observed,,,,,Surface,0,30,lfs,12.6,2.97,2.00,25.20,,,16.8,,1,8.4,,,1,,0.26,0.1,,,,,,,,
2503,PORS11,PORP39,PORS11PORP39L1,Harbor View Park,1,Urban Observed,,,,,Surface,0,35,fsl,1.8,0.42,2.00,3.60,,,2.4,,1,1.2,,,1,,0.23,0.1,,,,,,,,
2512,PORS12,PORP41,PORS12PORP41L1,87 State Street,1,Urban Observed,,,,,Surface,0,20,fsl,2.4,0.00,2.00,4.80,,,2.4,,1,2.4,,,1,,2.15,0.7,,,,,,,,
2519,PORS13,PORP43,PORS13PORP43L1,Western Promenade,1,Urban Observed,,,,,Surface,0,20,sl,12.0,2.97,4.00,48.00,,,7.8,3.0,2,16.2,,3.0,2,,0.19,0.1,,,,,,,,
2528,PORS14,PORP45,PORS14PORP45L1,Presumpscot Elementary,1,Urban Observed,,,,,Surface,0,15,l,30.0,3.82,4.00,120.00,,,24.6,17.4,2,35.4,,30.6,2,,0.18,0.1,,,,,,,,
2537,PORS15,PORP49,PORS15PORP49L1,Riverton School,1,Urban Observed,,,,,Surface,0,40,sl,11.1,1.06,4.00,44.40,,,12.6,5.4,2,9.6,,1.2,2,,0.12,0.0,,,,,,,,
2551,PORS16,PORP57,PORS16PORP57L1,PATHS,1,Urban Observed,,,,,Surface,0,40,fsl,13.8,5.52,2.00,27.60,,,21.6,,1,6.0,,,1,,0.42,0.2,,,,,,,,
2559,PORS17,PORP58,PORS17PORP58L1,Evergreen Cemetary,1,Urban Observed,,,,,Surface,0,50,sl,15.6,2.55,2.00,31.20,,,19.2,,1,12.0,,,1,,0.21,0.1,,,,,,,,
2566,PORS18,PORP60,PORS18PORP60L1,Deering High School,1,Urban Observed,,,,,Surface,0,15,l,0.0,0.00,2.00,0.00,,,0.0,,1,0.0,,,1,,0.70,0.2,,,,,,,,
2575,PORS19,PORP63,PORS19PORP63L1,Sagamore Village,1,Urban Observed,,,,,Surface,0,10,l,25.8,9.76,2.00,51.60,,,12.0,,1,39.6,,,1,,0.10,0.1,,,,,,,,
2584,PORS20,PORP66,PORS20PORP66L1,Wayneflete,1,Urban Observed,,,,,Surface,0,15,ls,12.0,0.85,2.00,24.00,,,13.2,,1,10.8,,,1,,0.94,0.1,,,,,,,,
2596,CAS1,CAP1,CAS1CAP1L1,Front Street,1,Urban Observed,,,,,Surface,0,35,ls,92.4,,2,184.8,,,,,,92.4,,27.6,2,,11.60,2.8,,,,,,,,
2604,CAS2,CAP2,CAS2CAP2L1,29th Street,1,Urban Observed,,,,,Surface,0,10,ls,121.8,,4,487.2,,,144.0,96.0,2,99.6,,80.4,2,,2.69,0.8,,,,,,,,
2612,CAS3,CAP3,CAS3CAP3L1,St Anthony's,1,Urban Observed,,,,,Surface,0,10,sl,68.8,,4,275,,,88.0,79.2,2,49.5,,7.5,2,,2.75,0.8,,,,,,,,
2623,CAS4,CAP4,CAS4CAP4L1,Pyne Poynt,1,Urban Observed,,,,,Surface,0,25,ls,41.4,,4,165.6,,,58.8,19.2,2,24.0,,13.2,2,,3.18,0.8,,,,,,,,
2635,CAS5,CAP5,CAS5CAP5L1,Aquarium,1,Urban Observed,,,,,Surface,0,35,ls,23.4,,2,46.8,,,30.6,11.4,,23.4,,17.4,2,,2.89,0.8,,,,,,,,
2646,CAS5,CAP6,CAS5CAP6L1,Aquarium,1,Urban Observed,,,,,Surface,0,35,ls,,,0,0,,,,,,,,,,,0.51,,,,,,,,,
2650,CAS6,CAP7,CAS6CAP7L1,Cooper Sprouts,1,Urban Observed,,,,,Surface,0,10,ls,67.5,,4,270,,,63.0,21.0,2,72.0,,6.0,2,,5.44,0.9,,,,,,,,
2660,CAS7,CAP8,CAS7CAP8L1,Ferry Library,1,Urban Observed,,,,,Surface,0,30,ls,56.4,,4,225.6,,,52.8,19.2,2,60.0,,30.0,2,,6.30,2.0,,,,,,,,
2671,CAS8,CAP9,CAS8CAP9L1,Beckett Street Garden,1,Urban Observed,,,,,Surface,0,15,ls,,,0,0,,,,,,,,,,,4.03,1.0,,,,,,,,
2685,CAS9,CAP10,CAS9CAP10L1,Ferry Avenue MUA,1,Urban Observed,,,,,Surface,0,20,lfs,132.3,,4,529.2,,,144.0,24.0,2,120.6,,83.4,2,,5.32,1.7,,,,,,,,
2698,CAS10,CAP11,CAS10CAP11L1,Neighborhood Center,1,Urban Observed,,,,,Surface,0,10,ls,93.3,,4,373.2,,,155.4,132.6,2,31.2,,16.8,2,,2.09,0.6,,,,,,,,
2708,CAS11,CAP12,CAS11CAP12L1,Liney Ditch Camel,1,Urban Observed,,,,,Surface,0,15,ls,18.0,,2,36,,,14.4,,1,21.6,,,1,,3.83,0.9,,,,,,,,
2719,CAS12,CAP13,CAS12CAP13L1,Liney Ditch Garden,1,Urban Observed,,,,,Surface,0,15,lfs,13.8,,2,27.6,,,18.0,,1,9.6,,,1,,7.51,1.7,,,,,,,,
2728,CAS13,CAP14,CAS13CAP14L1,Farnham Park,1,Urban Observed,,,,,Surface,0,10,ls,99.6,,4,398.4,,,196.8,175.2,2,2.4,,1.2,2,,1.61,0.8,,,,,,,,
2736,CAS13,CAP15,CAS13CAP15L1,Farnham Park,1,Urban Observed,,,,,Surface,0,15,ls,,,0,0,,,,,,,,,,,0.63,0.6,,,,,,,,
2740,CAS14,CAP16,CAS14CAP16L1,Urban Promise School,1,Urban Observed,,,,,Surface,0,25,sl,20.1,,4,80.4,,,24.0,24.0,2,16.2,,13.8,2,,0.21,0.1,,,,,,,,
2755,CAS16,CAP18,CAS16CAP18L1,Octavius Catto School,1,Urban Observed,,,,,Surface,0,15,ls,7.8,,4,31.2,,,12.0,2.4,2,3.6,,1.2,2,,2.50,0.7,,,,,,,,
2766,CAS18,CAP20,CAS18CAP20L1,Baird CSO,1,Urban Observed,,,,,Surface,0,15,ls,70.4,,3,211.2,,,20.4,,1,95.4,,54.6,2,,44.45,25.5,,,,,,,,
2775,CAS20,CAP22,CAS20CAP22L1,Thorndyke CSO,1,Urban Observed,,,,,Surface,0,10,l,507.0,,2,1014,,,864.0,,1,150.0,,,1,,2.15,0.5,,,,,,,,
2785,CAS22,CAP24,CAS22CAP24L1,Saddlers Woods,1,Urban Observed,,,,,Surface,0,10,sl,18.6,,2,37.2,,,30.0,,1,7.2,,,1,,1.70,1.0,,,,,,,,
2795,CAS23,CAP25,CAS23CAP25L1,Brimm School,1,Urban Observed,,,,,Surface,0,15,sil,61.5,,4,246,,,79.2,64.8,2,43.8,,22.2,2,,0.79,0.4,,,,,,,,
2806,CAS24,CAP26,CAS24CAP26L1,Haddon,1,Urban Observed,,,,,Surface,0,15,ls,9.6,,4,38.4,,,13.2,1.2,2,6.0,,2.4,2,,5.34,2.5,,,,,,,,
2818,CAS25,CAP27,CAS25CAP27L1,Yorkship Elementary,1,Urban Observed,,,,,Surface,0,20,ls,52.8,,4,211.2,,,63.0,9.0,2,42.6,,5.4,2,,2.94,1.4,,,,,,,,
2830,CAS26,CAP28,CAS26CAP28L1,Medford WMA,1,Urban Observed,,,,,Surface,0,25,l,48.9,,4,195.6,,,46.8,19.2,2,51.0,,27.0,2,,1.12,0.2,,,,,,,,
2839,OS1,OP1,OS1OP1L1,3121 Bedford Ave,1,Urban Observed,,,,,Surface,0,41,sicl,,,,,,,,,,,,,,,0.33,0.1,,,,,,,,
2846,OS1,OP2,OS1OP2L1,3121 Bedford Ave,1,Urban Observed,,,,,Surface,0,30,sicl,,,,,,,,,,,,,,,0.62,0.2,,,,,,,,
2852,OS2,OP3,OS2OP3L1,3434 Cuming St,1,Urban Observed,,,,,Surface,0,30,sicl,,,,,,,,,,,,,,,0.05,0.0,,,,,,,,
2858,OS2,OP4,OS2OP4L1,3434 Cuming St,1,Urban Observed,,,,,Surface,0,30,sil,,,,,,,,,,,,,,,0.23,0.1,,,,,,,,
2864,OS2,OP5,OS2OP5L1,3434 Cuming St,1,Urban Observed,,,,,Surface,0,30,sil,,,,,,,,,,,,,,,,,,,,,,,,
2867,OS3,OP6,OS3OP6L1,550 Turner Blvd,1,Urban Observed,,,,,Surface,0,15,sicl,,,,,,,,,,,,,,,0.52,0.1,,,,,,,,
2873,OS4,OP7,OS4OP7L1,4405 Fontenelle Blvd,1,Urban Observed,,,,,Surface,0,41,sicl,,,,,,,,,,,,,,,0.04,0.0,,,,,,,,
2878,OS4,OP8,OS4OP8L1,4405 Fontenelle Blvd,1,Urban Observed,,,,,Surface,0,46,sic,,,,,,,,,,,,,,,0.15,0.1,,,,,,,,
2885,OS5,OP9,OS5OP9L1,2936 N 52nd St,1,Urban Observed,,,,,Surface,0,36,sicl,,,,,,,,,,,,,,,0.23,0.0,,,,,,,,
2890,OS5,OP10,OS5OP10L1,2936 N 52nd St,1,Urban Observed,,,,,Surface,0,25,sicl,,,,,,,,,,,,,,,0.31,0.2,,,,,,,,
2899,OS6,OP11,OS6OP11L1,3201 Woolworth Ave,1,Urban Observed,,,,,Surface,0,10,sicl,,,,,,,,,,,,,,,0.16,0.1,,,,,,,,
2908,OS6,OP12,OS6OP12L1,3201 Woolworth Ave,1,Urban Observed,,,,,Surface,0,10,sil,,,,,,,,,,,,,,,0.28,0.1,,,,,,,,
2914,OS6,OP13,OS6OP13L1,3201 Woolworth Ave,1,Urban Observed,,,,,Surface,0,36,sicl,,,,,,,,,,,,,,,0.15,0.1,,,,,,,,
2920,OS6,OP14,OS6OP14L1,3201 Woolworth Ave,1,Urban Observed,,,,,Surface,0,30,sicl,,,,,,,,,,,,,,,0.37,0.1,,,,,,,,
2928,OS7,OP15,OS7OP15L1,4220 Q St NE,1,Urban Observed,,,,,Surface,0,61,sicl,,,,,,,,,,,,,,,0.07,0.0,,,,,,,,
2935,OS7,OP16,OS7OP16L1,4220 Q St NE,1,Urban Observed,,,,,Surface,0,25,sicl,,,,,,,,,,,,,,,0.04,0.0,,,,,,,,
2945,OS8,OP17,OS8OP17L1,3425 Leavenworth St,1,Urban Observed,,,,,Surface,0,36,sicl,,,,,,,,,,,,,,,0.16,0.1,,,,,,,,
2952,OS9,OP18,OS9OP18L1,Paxton Blvd,1,Urban Observed,,,,,Surface,0,46,sicl,,,,,,,,,,,,,,,0.25,0.1,,,,,,,,
2956,OS9,OP19,OS9OP19L1,Paxton Blvd,1,Urban Observed,,,,,Surface,0,20,sicl,,,,,,,,,,,,,,,0.19,0.1,,,,,,,,
2962,OS9,OP20,OS9OP20L1,Paxton Blvd,1,Urban Observed,,,,,Surface,0,20,sicl,,,,,,,,,,,,,,,0.24,0.0,,,,,,,,
2970,OS10,OP21,OS10OP21L1,20th and Pierce,1,Urban Observed,,,,,Surface,0,122,l,,,,,,,,,,,,,,,1.26,0.1,,,,,,,,
2974,OS10,OP22,OS10OP22L1,20th and Pierce,1,Urban Observed,,,,,Surface,0,61,sil,,,,,,,,,,,,,,,0.79,0.3,,,,,,,,
2977,OS11,OP23,OS11OP23L1,Pine and 50th,1,Urban Observed,,,,,Surface,0,30,sicl,,,,,,,,,,,,,,,0.07,0.1,,,,,,,,
2987,OS11,OP24,OS11OP24L1,Pine and 50th,1,Urban Observed,,,,,Surface,0,15,sicl,,,,,,,,,,,,,,,0.57,0.5,,,,,,,,
2995,OS12,OP25,OS12OP25L1,4020 Hoctor Blvd,1,Urban Observed,,,,,Surface,0,25,sil,,,,,,,,,,,,,,,0.35,0.2,,,,,,,,
3003,OS13,OP26,OS13OP26L1,Spring Lake Dr,1,Urban Observed,,,,,Surface,0,15,sil,,,,,,,,,,,,,,,,,,,,,,,,
